,ARRIVAL DATE,ARRIVAL TIME (if avail),TERMINAL,SHIP NAME,LAST PORT OF CALL (if avail),PRODUCT TYPE - OIL,"PRODUCT AMOUNT - OIL, Incoming (Multiply metric tons by 7.5 for approx bbls)","PRODUCT AMOUNT - OIL, Outgoing",RUNNING TOTAL,PRODUCT TYPE - NON-OIL,"PRODUCT AMOUNT - NON OIL, Incoming","PRODUCT AMOUNT - NON OIL, Outgoing",Running Total (Specify units),Year,Month,Day
519,2020-11-30,,Gulf,Fight ALS,New York,29 - Diesel (aka ULSD),82000.0,0.0,20473992.0,,,,,2020,11,30
520,2020-12-02,,Global ,Citron,"Antwerp, Belgium","02 - #2 Fuel Oil (aka FO, MGO, DMA)",125000.0,0.0,20598992.0,,,,,2020,12,2
521,2020-12-04,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),11000.0,0.0,20609992.0,,,,,2020,12,4
522,2020-12-04,,Global ,New England,,06 - #6 Fuel Oil (aka IFO 380),2032.0,0.0,20612024.0,,,,,2020,12,4
523,2020-12-04,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",726.0,0.0,20612750.0,,,,,2020,12,4
524,2020-12-07,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),14000.0,0.0,20626750.0,,,,,2020,12,7
525,2020-12-08,,Citgo,Eva leigh Cutler,"Boston, MA",34 - Ethanol (aka E-100),15200.0,0.0,20641950.0,,,,,2020,12,8
526,2020-12-09,,Sprague,RTC-102,New Jersey,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",75000.0,0.0,20716950.0,,,,,2020,12,9
527,2020-12-11,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,85000.0,0.0,20801950.0,,,,,2020,12,11
528,2020-12-11,,Citgo,Cape Gavi,St.John,28 - Premium Unleaded Gasoline,38000.0,0.0,20839950.0,,,,,2020,12,11
529,2020-12-13,,Buckeye,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",53000.0,0.0,20892950.0,,,,,2020,12,13
530,2020-12-13,,Buckeye,Great Eastern ,St.John,23 - Unleaded Gasoline,21000.0,0.0,20913950.0,,,,,2020,12,13
531,2020-12-13,,Gulf,Cape Gavi,St.John,23 - Unleaded Gasoline,12000.0,0.0,20925950.0,,,,,2020,12,13
532,2020-12-13,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,110000.0,0.0,21035950.0,,,,,2020,12,13
533,2020-12-13,,Citgo,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",25000.0,0.0,21060950.0,,,,,2020,12,13
534,2020-12-13,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),50000.0,0.0,21110950.0,,,,,2020,12,13
535,2020-12-14,,Sprague,MT.LYSIAS,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",75000.0,0.0,21185950.0,,,,,2020,12,14
536,2020-12-14,,Sprague,MT.LYSIAS,,29 - Diesel (aka ULSD),75000.0,0.0,21260950.0,,,,,2020,12,14
537,2020-12-14,,Citgo,Great Eastern ,St.John,29 - Diesel (aka ULSD),50000.0,0.0,21310950.0,,,,,2020,12,14
538,2020-12-14,,Citgo,Great Eastern ,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",25000.0,0.0,21335950.0,,,,,2020,12,14
539,2020-12-14,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,112000.0,0.0,21447950.0,,,,,2020,12,14
540,2020-12-15,,Citgo,Iver Prosperity,St.John,29 - Diesel (aka ULSD),75000.0,0.0,21522950.0,,,,,2020,12,15
541,2020-12-15,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),15000.0,0.0,21537950.0,,,,,2020,12,15
542,2020-12-16,,Buckeye,Iver Prosperity,St.John,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,21582950.0,,,,,2020,12,16
543,2020-12-22,,Buckeye,Cape Gavi,St.John,29 - Diesel (aka ULSD),65000.0,0.0,21647950.0,,,,,2020,12,22
544,2020-12-22,,Buckeye,Cape Gavi,St.John,23 - Unleaded Gasoline,32000.0,0.0,21679950.0,,,,,2020,12,22
545,2020-12-23,,Global ,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",0.0,1452.0,21678498.0,,,,1452.0,2020,12,23
546,2020-12-23,,Citgo,Cape Gavi,St.John,23 - Unleaded Gasoline,103000.0,0.0,21781498.0,,,,,2020,12,23
547,2020-12-23,,Citgo,Cape Gavi,St.John,29 - Diesel (aka ULSD),18000.0,0.0,21799498.0,,,,,2020,12,23
548,2020-12-26,,Citgo,Noreaster,St.John,29 - Diesel (aka ULSD),45000.0,0.0,21844498.0,,,,,2020,12,26
549,2020-12-26,,Citgo,Noreaster,St.John,28 - Premium Unleaded Gasoline,20000.0,0.0,21864498.0,,,,,2020,12,26
550,2020-12-26,,Citgo,Noreaster,St.John,23 - Unleaded Gasoline,70000.0,0.0,21934498.0,,,,,2020,12,26
551,2020-12-27,,Gulf,Fight ALS,New Jersey,29 - Diesel (aka ULSD),84000.0,0.0,22018498.0,,,,,2020,12,27
552,2020-12-28,,Buckeye,DBL-104,New York,29 - Diesel (aka ULSD),20000.0,0.0,22038498.0,,,,,2020,12,28
553,2020-12-28,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,15000.0,0.0,22053498.0,,,,,2020,12,28
554,2020-12-28,,Buckeye,Noreaster,St.John,28 - Premium Unleaded Gasoline,18000.0,0.0,22071498.0,,,,,2020,12,28
555,2020-12-28,,Buckeye,Noreaster,St.John,23 - Unleaded Gasoline,50000.0,0.0,22121498.0,,,,,2020,12,28
556,2020-12-28,,Buckeye,Noreaster,St.John,29 - Diesel (aka ULSD),42000.0,0.0,22163498.0,,,,,2020,12,28
557,2020-12-28,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),15000.0,0.0,22178498.0,,,,,2020,12,28
558,2020-12-29,,Gulf,DBL-102,St.John,23 - Unleaded Gasoline,100000.0,0.0,22278498.0,,,,,2020,12,29
559,2020-12-30,,Citgo,Great Eastern ,St.John,23 - Unleaded Gasoline,87000.0,0.0,22365498.0,,,,,2020,12,30
560,2021-01-04,,Buckeye,Iver Prosperity,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",30000.0,0.0,22395498.0,,,,,2021,1,4
561,2021-01-04,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,35000.0,0.0,22430498.0,,,,,2021,1,4
562,2021-01-04,,Buckeye,Iver Prosperity,St. John ,29 - Diesel (aka ULSD),15000.0,0.0,22445498.0,,,,,2021,1,4
563,2021-01-04,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",726.0,0.0,22446224.0,,,,,2021,1,4
564,2021-01-04,,Citgo,Iver Prosperity,St. John ,28 - Premium Unleaded Gasoline,32000.0,0.0,22478224.0,,,,,2021,1,4
565,2021-01-04,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,30000.0,0.0,22508224.0,,,,,2021,1,4
566,2021-01-04,,Buckeye,Iver Prosperity,St. John ,28 - Premium Unleaded Gasoline,15000.0,0.0,22523224.0,,,,,2021,1,4
567,2021-01-04,,Citgo,Iver Prosperity,St. John ,23 - Unleaded Gasoline,70000.0,0.0,22593224.0,,,,,2021,1,4
568,2021-01-04,,Citgo,Iver Prosperity,St. John ,29 - Diesel (aka ULSD),42000.0,0.0,22635224.0,,,,,2021,1,4
569,2021-01-07,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",1452.0,0.0,22636676.0,,,,,2021,1,7
570,2021-01-07,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),15000.0,0.0,22651676.0,,,,,2021,1,7
571,2021-01-07,,Citgo,DBL-104,St. John ,34 - Ethanol (aka E-100),15000.0,0.0,22666676.0,,,,,2021,1,7
572,2021-01-07,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),2371.0,0.0,22669047.0,,,,,2021,1,7
573,2021-01-08,,Gulf,DBL-102,"New Haven, CT",34 - Ethanol (aka E-100),28000.0,0.0,22697047.0,,,,,2021,1,8
574,2021-01-09,,Buckeye,New England,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",50000.0,0.0,22747047.0,,,,,2021,1,9
575,2021-01-09,,Buckeye,New England,St. John ,29 - Diesel (aka ULSD),42000.0,0.0,22789047.0,,,,,2021,1,9
576,2021-01-09,,Buckeye,New England,St. John ,23 - Unleaded Gasoline,30000.0,0.0,22819047.0,,,,,2021,1,9
577,2021-01-09,,Buckeye,New England,St. John ,23 - Unleaded Gasoline,53000.0,0.0,22872047.0,,,,,2021,1,9
578,2021-01-09,,Sprague,MT PTI,Bahamas,29 - Diesel (aka ULSD),20000.0,0.0,22892047.0,,,,,2021,1,9
579,2021-01-09,,Sprague,MT PTI,Bahamas,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",100000.0,0.0,22992047.0,,,,,2021,1,9
580,2021-01-10,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),0.0,4066.0,22987981.0,,,,4066.0,2021,1,10
581,2021-01-10,,Citgo,New England,St. John ,23 - Unleaded Gasoline,90000.0,0.0,23077981.0,,,,,2021,1,10
582,2021-01-10,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",0.0,1089.0,23076892.0,,,,1089.0,2021,1,10
583,2021-01-14,,Buckeye,New England,St. John ,23 - Unleaded Gasoline,27000.0,0.0,23103892.0,,,,,2021,1,14
584,2021-01-14,,Buckeye,New England,St. John ,29 - Diesel (aka ULSD),20000.0,0.0,23123892.0,,,,,2021,1,14
585,2021-01-14,,Buckeye,New England,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",40000.0,0.0,23163892.0,,,,,2021,1,14
586,2021-01-15,,Gulf,Fight ALS,"Perth Amboy, NJ","02 - #2 Fuel Oil (aka FO, MGO, DMA)",82000.0,0.0,23245892.0,,,,,2021,1,15
587,2021-01-15,,Citgo,New England,St. John ,29 - Diesel (aka ULSD),25000.0,0.0,23270892.0,,,,,2021,1,15
588,2021-01-15,,Citgo,New England,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",50000.0,0.0,23320892.0,,,,,2021,1,15
589,2021-01-15,,Citgo,New England,St. John ,23 - Unleaded Gasoline,75000.0,0.0,23395892.0,,,,,2021,1,15
590,2021-01-18,,Global,RTC-145,"Revere,MA",01 - #1 Fuel Oil,20000.0,0.0,23415892.0,,,,,2021,1,18
591,2021-01-18,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),15000.0,0.0,23430892.0,,,,,2021,1,18
592,2021-01-19,,Gulf,Cape Gavi,St. John ,23 - Unleaded Gasoline,42000.0,0.0,23472892.0,,,,,2021,1,19
593,2021-01-21,,Global,Great Kappa,"Southwold, UK","02 - #2 Fuel Oil (aka FO, MGO, DMA)",100000.0,0.0,23572892.0,,,,,2021,1,21
594,2021-01-21,,Buckeye,Iver Prosperity,St. John ,34 - Ethanol (aka E-100),45000.0,0.0,23617892.0,,,,,2021,1,21
595,2021-01-21,,Buckeye,Iver Prosperity,St. John ,29 - Diesel (aka ULSD),25000.0,0.0,23642892.0,,,,,2021,1,21
596,2021-01-21,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,34000.0,0.0,23676892.0,,,,,2021,1,21
597,2021-01-25,,Gulf,Nave Pulsar,"New Haven, CT",23 - Unleaded Gasoline,118000.0,0.0,23794892.0,,,,,2021,1,25
598,2021-01-27,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),20000.0,0.0,23814892.0,,,,,2021,1,27
599,2021-01-30,,Buckeye,Great Eastern,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,23859892.0,,,,,2021,1,30
600,2021-01-30,,Sprague,MT Cajun Sun,"Southwold, UK","02 - #2 Fuel Oil (aka FO, MGO, DMA)",127000.0,0.0,23986892.0,,,,,2021,1,30
601,2021-01-30,,Buckeye,Great Eastern,St. John ,29 - Diesel (aka ULSD),20000.0,0.0,24006892.0,,,,,2021,1,30
602,2021-01-30,,Buckeye,Great Eastern,St. John ,23 - Unleaded Gasoline,25000.0,0.0,24031892.0,,,,,2021,1,30
603,2021-01-30,,Buckeye,Great Eastern,St. John ,28 - Premium Unleaded Gasoline,14000.0,0.0,24045892.0,,,,,2021,1,30
604,2021-01-30,,Buckeye,Great Eastern,St. John ,23 - Unleaded Gasoline,30000.0,0.0,24075892.0,,,,,2021,1,30
605,2021-01-31,,Citgo,Great Eastern,St. John ,29 - Diesel (aka ULSD),30000.0,0.0,24105892.0,,,,,2021,1,31
606,2021-01-31,,Citgo,Great Eastern,St. John ,28 - Premium Unleaded Gasoline,20000.0,0.0,24125892.0,,,,,2021,1,31
607,2021-01-31,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",0.0,871.0,24125021.0,,,,871.0,2021,1,31
608,2021-01-31,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),0.0,1694.0,24123327.0,,,,1694.0,2021,1,31
609,2021-01-31,,Citgo,Great Eastern,St. John ,23 - Unleaded Gasoline,77000.0,0.0,24200327.0,,,,,2021,1,31
610,2021-01-31,,Gulf,Fight ALS,New York,29 - Diesel (aka ULSD),10000.0,0.0,24210327.0,,,,,2021,1,31
611,2021-02-09,,Citgo,Nor'easter,St. John ,23 - Unleaded Gasoline,110000.0,0.0,24320327.0,,,,,2021,2,9
612,2021-02-09,,Citgo,Nor'easter,St. John ,29 - Diesel (aka ULSD),20000.0,0.0,24340327.0,,,,,2021,2,9
613,2021-02-10,,Gulf,MTM Hudson,"New Haven, CT",23 - Unleaded Gasoline,75000.0,0.0,24415327.0,,,,,2021,2,10
614,2021-02-11,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),1355.0,0.0,24416682.0,,,,,2021,2,11
615,2021-02-11,,Global,Markos 1,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",100000.0,0.0,24516682.0,,,,,2021,2,11
616,2021-02-11,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",1089.0,0.0,24517771.0,,,,,2021,2,11
617,2021-02-13,,Buckeye,Cape Gavi,St. John ,29 - Diesel (aka ULSD),42000.0,0.0,24559771.0,,,,,2021,2,13
618,2021-02-13,,Buckeye,Cape Gavi,St. John ,23 - Unleaded Gasoline,18000.0,0.0,24577771.0,,,,,2021,2,13
619,2021-02-13,,Buckeye,Cape Gavi,St. John ,23 - Unleaded Gasoline,65000.0,0.0,24642771.0,,,,,2021,2,13
620,2021-02-14,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),0.0,2371.0,24640400.0,,,,2371.0,2021,2,14
621,2021-02-14,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",0.0,1525.0,24638875.0,,,,1525.0,2021,2,14
622,2021-02-14,,Citgo,Cape Gavi,St. John ,23 - Unleaded Gasoline,85000.0,0.0,24723875.0,,,,,2021,2,14
623,2021-02-14,,Citgo,Cape Gavi,St. John ,23 - Unleaded Gasoline,52000.0,0.0,24775875.0,,,,,2021,2,14
624,2021-02-15,,Sprague,RTC-104,"Portsmouth, NH",88 - Other,15000.0,0.0,24790875.0,,,,,2021,2,15
625,2021-02-15,,Sprague,RTC-104,"Portsmouth, NH","02 - #2 Fuel Oil (aka FO, MGO, DMA)",35000.0,0.0,24825875.0,,,,,2021,2,15
626,2021-02-16,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),15000.0,0.0,24840875.0,,,,,2021,2,16
627,2021-02-17,,Gulf,DBL-102,"Chelsea, MA",23 - Unleaded Gasoline,32000.0,0.0,24872875.0,,,,,2021,2,17
628,2021-02-17,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),10000.0,0.0,24882875.0,,,,,2021,2,17
629,2021-02-18,,Citgo,Eva Leigh Cutler,New York,34 - Ethanol (aka E-100),64000.0,0.0,24946875.0,,,,,2021,2,18
630,2021-02-18,,Gulf,Fight ALS,"Bayonne, NJ",29 - Diesel (aka ULSD),83000.0,0.0,25029875.0,,,,,2021,2,18
631,2021-02-20,,Buckeye,Nor'easter,St. John ,23 - Unleaded Gasoline,11000.0,0.0,25040875.0,,,,,2021,2,20
632,2021-02-20,,Buckeye,Nor'easter,St. John ,23 - Unleaded Gasoline,22000.0,0.0,25062875.0,,,,,2021,2,20
633,2021-02-20,,Buckeye,Nor'easter,St. John ,29 - Diesel (aka ULSD),33000.0,0.0,25095875.0,,,,,2021,2,20
634,2021-02-20,,Buckeye,Nor'easter,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",42000.0,0.0,25137875.0,,,,,2021,2,20
635,2021-02-21,,Citgo,Nor'easter,St. John ,23 - Unleaded Gasoline,85000.0,0.0,25222875.0,,,,,2021,2,21
636,2021-02-21,,Citgo,Nor'easter,St. John ,23 - Unleaded Gasoline,50000.0,0.0,25272875.0,,,,,2021,2,21
637,2021-02-21,,Citgo,Nor'easter,St. John ,29 - Diesel (aka ULSD),17000.0,0.0,25289875.0,,,,,2021,2,21
638,2021-02-26,,Buckeye,Iver Prosperity,St. John ,28 - Premium Unleaded Gasoline,10000.0,0.0,25299875.0,,,,,2021,2,26
639,2021-02-26,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,40000.0,0.0,25339875.0,,,,,2021,2,26
640,2021-02-26,,Buckeye,Iver Prosperity,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,25384875.0,,,,,2021,2,26
641,2021-02-26,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,45000.0,0.0,25429875.0,,,,,2021,2,26
642,2021-02-26,,Citgo,Iver Prosperity,St. John ,23 - Unleaded Gasoline,120000.0,0.0,25549875.0,,,,,2021,2,26
643,2021-02-28,,Citgo,East Coast,St. John ,29 - Diesel (aka ULSD),42000.0,0.0,25591875.0,,,,,2021,2,28
644,2021-02-28,,Portland Pipeline,Cobalt Sun,,61 - Crude Oil,700000.0,0.0,26291875.0,,,,,2021,2,28
645,2021-02-28,,Citgo,East Coast,St. John ,23 - Unleaded Gasoline,65000.0,0.0,26356875.0,,,,,2021,2,28
646,2021-03-01,,Buckeye,East Coast,St. John ,23 - Unleaded Gasoline,30000.0,0.0,26386875.0,,,,,2021,3,1
647,2021-03-01,,Buckeye,East Coast,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,26431875.0,,,,,2021,3,1
648,2021-03-01,,Buckeye,East Coast,St. John ,29 - Diesel (aka ULSD),38000.0,0.0,26469875.0,,,,,2021,3,1
649,2021-03-01,,Buckeye,East Coast,St. John ,23 - Unleaded Gasoline,45000.0,0.0,26514875.0,,,,,2021,3,1
650,2021-03-02,,Global,Torm Stellar,Belgium,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",100000.0,0.0,26614875.0,,,,,2021,3,2
651,2021-03-05,,Buckeye,East Coast,St. John ,23 - Unleaded Gasoline,38000.0,0.0,26652875.0,,,,,2021,3,5
652,2021-03-05,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),12000.0,0.0,26664875.0,,,,,2021,3,5
653,2021-03-05,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),8000.0,0.0,26672875.0,,,,,2021,3,5
654,2021-03-05,,Buckeye,East Coast,St. John ,29 - Diesel (aka ULSD),42000.0,0.0,26714875.0,,,,,2021,3,5
655,2021-03-05,,Buckeye,East Coast,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",50000.0,0.0,26764875.0,,,,,2021,3,5
656,2021-03-06,,Citgo,East Coast,St. John ,23 - Unleaded Gasoline,83000.0,0.0,26847875.0,,,,,2021,3,6
657,2021-03-06,,Citgo,East Coast,St. John ,29 - Diesel (aka ULSD),45000.0,0.0,26892875.0,,,,,2021,3,6
658,2021-03-08,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",2541.0,0.0,26895416.0,,,,,2021,3,8
659,2021-03-09,,Sprague,Palanca Rio,St. John ,41 - Asphalt,84000.0,0.0,26979416.0,,,,,2021,3,9
660,2021-03-09,,Global,New England,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",799.0,0.0,26980215.0,,,,,2021,3,9
661,2021-03-09,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),1355.0,0.0,26981570.0,,,,,2021,3,9
662,2021-03-11,,Gulf,Fight ALS,New Jersey,29 - Diesel (aka ULSD),78000.0,0.0,27059570.0,,,,,2021,3,11
663,2021-03-12,,Citgo,New England,St. John ,23 - Unleaded Gasoline,38000.0,0.0,27097570.0,,,,,2021,3,12
664,2021-03-12,,Citgo,New England,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",35000.0,0.0,27132570.0,,,,,2021,3,12
665,2021-03-12,,Citgo,New England,St. John ,29 - Diesel (aka ULSD),35000.0,0.0,27167570.0,,,,,2021,3,12
666,2021-03-12,,Citgo,New England,St. John ,28 - Premium Unleaded Gasoline,4000.0,0.0,27171570.0,,,,,2021,3,12
667,2021-03-13,,Citgo,Great Eastern,St. John ,29 - Diesel (aka ULSD),45000.0,0.0,27216570.0,,,,,2021,3,13
668,2021-03-13,,Citgo,Great Eastern,St. John ,23 - Unleaded Gasoline,38000.0,0.0,27254570.0,,,,,2021,3,13
669,2021-03-13,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),15000.0,0.0,27269570.0,,,,,2021,3,13
670,2021-03-16,,Buckeye,New England,St. John ,29 - Diesel (aka ULSD),25000.0,0.0,27294570.0,,,,,2021,3,16
671,2021-03-16,,Buckeye,New England,St. John ,28 - Premium Unleaded Gasoline,38000.0,0.0,27332570.0,,,,,2021,3,16
672,2021-03-19,,Sprague,RTC-104,"Quincy, MA",25 - Jet Fuel,20000.0,0.0,27352570.0,,,,,2021,3,19
673,2021-03-19,,Sprague,RTC-104,"Quincy, MA",29 - Diesel (aka ULSD),20000.0,0.0,27372570.0,,,,,2021,3,19
674,2021-03-20,,Buckeye,Cape Gavi,St. John ,23 - Unleaded Gasoline,70000.0,0.0,27442570.0,,,,,2021,3,20
675,2021-03-20,,Buckeye,Cape Gavi,St. John ,23 - Unleaded Gasoline,50000.0,0.0,27492570.0,,,,,2021,3,20
676,2021-03-20,,Buckeye,Cape Gavi,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",46000.0,0.0,27538570.0,,,,,2021,3,20
677,2021-03-21,,Citgo,Cape Gavi,St. John ,29 - Diesel (aka ULSD),25000.0,0.0,27563570.0,,,,,2021,3,21
678,2021-03-21,,Citgo,Cape Gavi,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",20900.0,0.0,27584470.0,,,,,2021,3,21
679,2021-03-21,,Citgo,Cape Gavi,St. John ,23 - Unleaded Gasoline,58000.0,0.0,27642470.0,,,,,2021,3,21
680,2021-03-25,,Citgo,Eva Leigh Cutler,"Braintree, MA",34 - Ethanol (aka E-100),26000.0,0.0,27668470.0,,,,,2021,3,25
681,2021-03-26,,Citgo,DBL-104,New York,34 - Ethanol (aka E-100),18000.0,0.0,27686470.0,,,,,2021,3,26
682,2021-03-26,,Gulf,Cape Gavi,St. John ,23 - Unleaded Gasoline,80000.0,0.0,27766470.0,,,,,2021,3,26
683,2021-03-28,,Citgo,Nor'easter,St. John ,28 - Premium Unleaded Gasoline,25000.0,0.0,27791470.0,,,,,2021,3,28
684,2021-03-28,,Citgo,Nor'easter,St. John ,29 - Diesel (aka ULSD),45000.0,0.0,27836470.0,,,,,2021,3,28
685,2021-03-28,,Citgo,Nor'easter,St. John ,23 - Unleaded Gasoline,96000.0,0.0,27932470.0,,,,,2021,3,28
686,2021-03-28,,Sprague,RTC-104,"Newington,NH","02 - #2 Fuel Oil (aka FO, MGO, DMA)",40000.0,0.0,27972470.0,,,,,2021,3,28
687,2021-03-29,,Sprague,RTC-104,"Newington,NH","02 - #2 Fuel Oil (aka FO, MGO, DMA)",40000.0,0.0,28012470.0,,,,,2021,3,29
688,2021-03-30,,Sprague,Fight ALS,New York,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",15000.0,0.0,28027470.0,,,,,2021,3,30
689,2021-03-30,,Gulf,Fight ALS,New Jersey,29 - Diesel (aka ULSD),83000.0,0.0,28110470.0,,,,,2021,3,30
690,2021-03-31,,Buckeye,Acadian,St. John ,29 - Diesel (aka ULSD),45000.0,0.0,28155470.0,,,,,2021,3,31
691,2021-03-31,,Global,Palanca Rio,St. John ,41 - Asphalt,42000.0,0.0,28197470.0,,,,,2021,3,31
692,2021-03-31,,Buckeye,Acadian,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,28242470.0,,,,,2021,3,31
693,2021-03-31,,Buckeye,Acadian,St. John ,23 - Unleaded Gasoline,85000.0,0.0,28327470.0,,,,,2021,3,31
694,2021-03-31,,Global,RTC-145,"Bayonne, NJ",01 - #1 Fuel Oil,25000.0,0.0,28352470.0,,,,,2021,3,31
695,2021-04-02,,Global,Hellas Califa,,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",120000.0,0.0,28472470.0,,,,,2021,4,2
696,2021-04-02,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),2032.0,0.0,28474502.0,,,,,2021,4,2
697,2021-04-02,,Global,New England,,06 - #6 Fuel Oil (aka IFO 380),2032.0,0.0,28476534.0,,,,,2021,4,2
698,2021-04-06,,Citgo,DBL-104,"Boston, MA",34 - Ethanol (aka E-100),17000.0,0.0,28493534.0,,,,,2021,4,6
699,2021-04-06,,Buckeye,DBL-104,New York,34 - Ethanol (aka E-100),10000.0,0.0,28503534.0,,,,,2021,4,6
700,2021-04-06,,Sprague,Mt East Coast,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",45000.0,0.0,28548534.0,,,,,2021,4,6
701,2021-04-08,,Buckeye,Iver Prosperity,St. John ,29 - Diesel (aka ULSD),30000.0,0.0,28578534.0,,,,,2021,4,8
702,2021-04-08,,Citgo,Iver Prosperity,St. John ,23 - Unleaded Gasoline,65000.0,0.0,28643534.0,,,,,2021,4,8
703,2021-04-08,,Citgo,Iver Prosperity,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",20000.0,0.0,28663534.0,,,,,2021,4,8
704,2021-04-08,,Citgo,Iver Prosperity,St. John ,29 - Diesel (aka ULSD),30000.0,0.0,28693534.0,,,,,2021,4,8
705,2021-04-08,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,40000.0,0.0,28733534.0,,,,,2021,4,8
706,2021-04-08,,Buckeye,Iver Prosperity,St. John ,23 - Unleaded Gasoline,35000.0,0.0,28768534.0,,,,,2021,4,8
707,2021-04-08,,Buckeye,Iver Prosperity,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",50000.0,0.0,28818534.0,,,,,2021,4,8
708,2021-04-12,,Gulf,Maersk Messina,New York,23 - Unleaded Gasoline,200000.0,0.0,29018534.0,,,,,2021,4,12
709,2021-04-13,,Gulf,RTC-150,"New Haven, CT",34 - Ethanol (aka E-100),33000.0,0.0,29051534.0,,,,,2021,4,13
710,2021-04-13,,Buckeye,Nor'easter,St. John ,"02 - #2 Fuel Oil (aka FO, MGO, DMA)",20000.0,0.0,29071534.0,,,,,2021,4,13
711,2021-04-13,,Buckeye,Nor'easter,St. John ,29 - Diesel (aka ULSD),25000.0,0.0,29096534.0,,,,,2021,4,13
712,2021-04-13,,Buckeye,Nor'easter,St. John ,23 - Unleaded Gasoline,94000.0,0.0,29190534.0,,,,,2021,4,13
